tipo_item,endereco,bairro,metragem_m2,latidude,longitude,lote,observacoes
area publica,rua izabel gomes colli / rua francisco gonzales donoso,pequena londres,"3.262,93","-23,3465647","-51,1234737",2,
fundo de vale,francisco gonzales donoso,pequena londres,"386,54","-23,3429068","-51,1220347",2,
canteiros,estrada do limoeiro entre as ruas izabel gomes colli e leontina da c. gaion (arco leste 3),varios,"13.475,40","-23,3425401","-51,1225411",2,
canteiros,av. cmte. joao ribeiro de barros,santos dumont,"1.731,25","-23,3261088","-51,1438828",2,
praça,augusto severo c/ otavio palhares,santos dumont,"4.375,06","-23,3270567","-51,1438625",2,
vielas + rotatória,rua otávio palhares,santos dumont,"463,87","-23,3290169","-51,1422512",2,
canteiros e rotatorias,av. salgado filho,san fernando,"6.090,67","-23,3288166","-51,1438396",2,
canteiros,rua lazaro zamenhof,san fernando,"459,85","-23,3383691","-51,1363567",2,
vielas,av. salgado filho ao lado do nº 386 até rua cmte. rhul ( 03 áreas ),california,450,"-23,3197305","-51,1662008",2,
canteiro,rua pero vaz de caminha c/ rua são sisto i,albatroz,"160,72","-23,3275815","-51,1348985",2,
fundo de vale,ruas josé hélio lupi / marcopolo / adriano i ( 5 metros de largura),albatroz,"3.080,41","-23,3294045","-51,1322184",2,
praça,alziro zarur c/ jose maria aranda,san conrado,820,"-23,3259993","-51,1338205",2,
canteiros,alziro zarur,aeroporto,"3.625,35","-23,326503","-51,1319972",2,
canteiros + rotatória,av. robert cock,varios,"15.073,42","-23,3280797","-51,1197187",2,
area publica,guerino lainetti / rua e,taruma,"1.284,44","-23,3286679","-51,1261815",2,
area publica,sonia maria m. garcia c/ leopoldo meyer,taruma,"347,2","-23,3294928","-51,1254113",2,
fundo de vale,ruas leopoldo meyer / nazareth virginia pereira dias,aruba / aragarça,"2.887,21","-23,3316406","-51,1216161",2,
praça,bonifacio r. andrade c/ sonia maria marenga garcia,taruma,"3.440,18","-23,3294928","-51,1254113",2,
laterais,joao martins del castilho ( 03 áreas ),aragarça,"4.358,79","-23,3281559","-51,1201299",2,
praça,josephina rossi filoco c/ seigo oda,aragarça,"7.524,64","-23,3309723","-51,120886",2,
praça,aquilino baltazar de souza c/ prof. enoque balbino lima,milton menezes,"715,04","-23,332113","-51,1167526",2,
praça,carlos bussolo c/ prof. enoque balbino lima,milton menezes,"5.908,91","-23,3318474","-51,1166576",2,
fundo de vale,rua carlos merbach,milton menezes / catori,"2.792,22","-23,3336962","-51,1142718",2,
praça + ave-3,rua florêncio monteiro / carlos merbach,res. havana,"5.324,15","-23,3330863","-51,1164704",2,
praça,rua carlos merbach c/ rua harue tanaka,res. havana,"562,54","-23,3322651","-51,1128192",2,
area publica,rua carlos merbach c/ rua nelson de godoy pereira,veneza,"453,6","-23,3327528","-51,1123456",2,
area publica,luzia do n. oliveira c/ ansaldo selleri / carlos merbach,catori,"3.648,08","-23,3338913","-51,1102918",2,
praça,rua maurilio mazzer c/ maria alves miranda / oseas cesar,monte sinai,"5.498,34","-23,3293181","-51,1092735",2,
praça + ap,rua augusto cesar com rua hermelino nonino,monte sinai,"7.864,40","-23,3292598","-51,1128278",2,
fundo de vale + campo,rua maurilio mazzer,varios,"7.952,77","-23,3196573","-51,2106035",2,
praça,nereu mendes c/ maurilio mazzer / maria a. miranda (academia ar livre),monte sinai,"4.246,27","-23,326419","-51,1163662",2,
area publica,nereu mendes c/ maurilio mazzer,vale do cedro,"1.635,02","-23,326419","-51,1163662",2,
canteiros,av. nereu mendes e av. maximo perez garcia,varios,"15.055,65","-23,3217846","-51,1158192",2,
fundo de vale,rua ermelino nonino,varios,"3.337,50","-23,2693858","-51,2036577",2,
area publica,anna gomes rosin c/ ermelino nonino,vale do cedro,"1.231,62","-23,3197305","-51,1662008",2,
area publica,ermelino nonino c/ julio bianchi,vale do cedro,"8.915,17","-23,3197305","-51,1662008",2,
area publica,silvio correa da silva c/ jose ernani neves,monterrey,"3.554,98","-23,3258869","-51,1216749",2,
lote,vitorino marandola c/ jose ernani neves,guararapes,"949,82","-23,3258846","-51,1226736",2,
praça,joao da silva godoy c/ elizeu costa / juvenal graciano,ernani moura lima,"2.473,76","-23,3310966","-51,1041666",2,
fundo de vale,joao da silva godoy entre elizeu costa e leontina da conceição gaion,ernani moura lima,"2.357,44","-23,3302391","-51,107297",2,
area publica,manoel de oliveira c/ joao da silva godoy,ernani moura lima,"510,14","-23,3296093","-51,1071864",2,
fundo de vale,maurilio mazzer / leontina da c. gaion / antonio gomes santiago,ernani moura lima,"5.631,59","-23,3302391","-51,107297",2,
area publica,antonio gomes santiago c/ joao da silva godoy,ernani moura lima,"1.395,74","-23,3296093","-51,1071864",2,
fundo de vale,rua maurilio mazzer / antonio g. santiago / antonio augusto até rua renato mussi,ernani moura lima,"10.331,04","-23,3247354","-51,1154754",2,
area publica,antonio augusto c/ iusmar gomes dias e joao da silva godoy,ernani moura lima,"3.425,09","-23,3296093","-51,1071864",2,
area publica,denilton dos santos c/ vicente cioffi e maria antonia dias,guilherme pires,"800,1","-23,3259024","-51,1116184",2,
praça,denilton dos santos c/ mario sergio carmagnani e maria antonia dias,guilherme pires,"2.981,89","-23,3259024","-51,1116184",2,
area publica,maria vieira lopes c/ odila alves pedra / antonio eleutério naves,guilherme pires,"2.505,12","-23,3255357","-51,1097496",2,
area publica,renato mussi c/ paulo elisio de pinho ( 02 áreas ),belo horizonte,"2.265,73","-23,3227367","-51,1157798",2,
fundo de vale + campo,rua renato mussi / av. nereu mendes,armindo guazzi,"8.823,90","-23,326419","-51,1163662",2,
fundo de vale,renato mussi / julio palharini / maria da costa cunha / manoel francisco gomes,varios,"1.873,39","-23,3240107","-51,1174196",2,
area publica,julio palharini entre lucia lazarini e maximo perez garcia,do leste,"1.146,26","-23,3217846","-51,1158192",2,
area publica,rua luiz beraldi,do leste,"468,7","-23,3227163","-51,1191252",2,
praça,rua mario bonalume com rua julio palharini,do leste,"1.886,38","-23,3231593","-51,1199144",2,
area publica,rua jose celestino da souza / manoel francisco gomes / maria da costa cunha,chamonix,"3.053,44","-23,3189101","-51,119036",2,
praça,rua salvador maturama c/ rua mario bonalume,do leste,"1.768,33","-23,3212789","-51,1188959",2,
praça,lauro dutra borges c/ nelo t. lainetti / luis mondek,do leste,"2.009,57","-23,3204635","-51,1168522",2,
praça,lauro dutra borges c/ dino gazzeli,do leste,"1.771,19","-23,3204635","-51,1168522",2,
area publica,riccieri tassoni,do leste,"1.261,18","-23,3174139","-51,1156455",2,
area publica,luiz generoso da silva e onofra moreira de moraes,do leste,"719,74","-23,3180782","-51,1165092",2,
praça,rua paulo jungers oposto ao nº 720 até rua maria da costa cunha,chamonix,"2.462,08","-23,3189101","-51,119036",2,
canteiros,av. jamil scaff,varios,"18.098,67","-23,3211686","-51,1110517",2,
lateral,rua benedito jeronimo rosario c/ av. maximo perez garcia,vicente palotti,"965,65","-23,3217846","-51,1158192",2,
canteiros e rotatoria,"rua osvaldo mantoani (1.225,00 + 787,00)",jd. tenerife,"2.012,00","-23,3292994","-51,1032135",2,
fundo de vale,rua abílio joão de medeiros,jd. tenerife,"2.790,13","-23,3285945","-51,10134",2,
praça + área pública,rua crescentino sisti / kazuo tsuchiya / abílio joão de medeiros,jd. tenerife,"7.646,78","-23,32826","-51,1023614",2,
praça,gabriel matokanovic c/ ruth ferreira de souza,da luz,"2.938,02","-23,3169363","-51,1106596",2,
area publica,armando strigueta c/ maria scudeler galdino,abussafe,"436,23","-23,3221409","-51,1092771",2,
praça,severino mendes de almeida c/ armando strigueta,abussafe,"11.182,05","-23,320494","-51,1053706",2,
fundo de vale,rua edvaldo luis mazari / severino mendes de almeida (toda extensao),abussafe,"2.547,26","-23,3160449","-51,107278",2,
area publica,severino mendes de almeida c/ lady diana / orlando sisti,abussafe,"13.860,58","-23,320494","-51,1053706",2,
area publica,nelson brunelli c/ edvaldo luis mazari / gabriel matokanovic,alexandre urbanas,"3.947,36","-23,3160449","-51,107278",2,
praça + ap,antonio euclydes sapia / benedita pedro de oliveira / bernardino v. de azevedo (02 areas),alexandre urbanas,"3.529,02","-23,3156461","-51,1080832",2,
area publica,ivo nobre da silva c/ edvaldo luis mazari / nelson brunelli,alexandre urbanas,"6.247,28","-23,3166388","-51,1076445",2,
area publica,rua francisco scoponi carnielo oposto ao nº 310,lon rita,"1.419,17","-23,314389","-51,1101395",2,
praça,final da av. mituo morita ao lado da rotatória,portal dos pioneiros,"4.380,36","-23,3138938","-51,1158252",2,
area publica,rua henrique r. neto / av. mituo morita,portal dos pioneiros,"10.624,07","-23,3128693","-51,1134168",2,
canteiros e rotatoria(jamil),av. dos pioneiros,portal dos pioneiros,"25.059,86","-23,3114889","-51,1277331",2,
area publica e lateral,avenidas dos pioneiros ao lado do nº 2300 (até av. jamil scaff),morumbi,"541,96","-23,3114889","-51,1277331",2,
canteiros,av. mituo morita,alexandre urbanas,"4.205,91","-23,3138938","-51,1158252",2,
area publica,sebastiao de paulo barbosa c/ mituo morita / antonio euclides sapia,alexandre urbanas,"1.297,43","-23,3136256","-51,1136113",2,
area publica,luzia costa e silva c/ elias vieira gonçalves / mituo morita,alexandre urbanas,"1.657,18","-23,3134157","-51,1165244",2,
area publica,antonio euclides sapia / av. jamil scaff,alexandre urbanas,"410,54","-23,3117565","-51,1187472",2,
lote,rua francisco de paula seixas com av. bartira e av. jamil scaff,loteamento chamonix,"705,02","-23,3129596","-51,1187771",2,
lote,rua francisco de paula seixas com av. bartira,loteamento chamonix,"662,74","-23,3139643","-51,1178451",2,
area publica,av. bartira / av. jamil scaff e rua luiz de frança costa filho,loteamento chamonix,"1.026,53","-23,3148355","-51,1185586",2,
canteiros,av. bartira,varios,"9.141,73","-23,3146505","-51,1218999",2,
praça,rua iracema ( rua flavio ribeiro até rua jacira zacarias casagrande ) - 03 áreas,santa alice,"7.030,44","-23,3171082","-51,1205986",2,
area publica,jurema c/ leonardo gomes de castro / ildefonso dos santos,santa alice,"11.053,31","-23,3171112","-51,1209022",2,
area publica,leonardo g. de castro c/ altino bragheto / sargº jose beletti,santa alice,"6.874,53","-23,3171112","-51,1209022",2,
praça,cunhatai c/ alice sumiko okajima / indaia,antares,"5.615,23","-23,3172615","-51,122993",2,
praça,jurema c/ apucarana (02 areas),antares,"2.670,05","-23,3144328","-51,1248287",2,
praça,vicente pinzon c/ norberto c. moreira / james cock,tomy,"8.649,61","-23,3158357","-51,1263225",2,
praça,mario nogueira monteiro c/ franz hasselman / ernesto casa grande,são pedro,"6.602,71","-23,3125099","-51,1276471",2,
area publica,rua dos coqueiros / rua carmela dutra e av. dos pioneiros - antiga linha férrea,morumbi,"57.782,54","-23,3161347","-51,1384165",2,
area publica,torres da copel,pioneiros,"15.736,07","-23,3255506","-51,1112411",2,
praça,av. sao joao c/ rua antonio favoretto,gabriela,"2.063,56","-23,3194764","-51,1276536",2,
praça,rua benedito esteves c/ rua tahi,novo antares,"1.570,39","-23,3206333","-51,1252681",2,
area publica,(onze) areas publicas,conj. do café,"6.815,75","-23,256831","-51,1577868",2,
praça,av. paul harris c/ av. do café,conj. do café,"4.824,11","-23,3221376","-51,1405145",2,
praça,av. analia franco c/ av. paul harris (02 areas),cambara,"4.072,81","-23,3227452","-51,1397919",2,
area publica,entre rua julio cesar ribeiro e av. paul harris - ao lado da igreja,lolata,"2.452,82","-23,3217587","-51,1422823",2,
vielas,rua maria madalena ao lado do nº 175 (02 áreas),gayon,"504,3","-23,319883","-51,1417665",2,
pçs + rot + ap,av. são joao entre rua elvira bruggin e rua maria madalena,gayon,"6.847,73","-23,319883","-51,1417665",2,
lateral,rua elvira bruggin entre as ruas joão de oliviera neto e henriqueta tubman,jd. oriente,"443,11","-23,3173931","-51,1395297",2,
canteiros,av. rogerio delalibera,jd. oriente,"8.713,64","-23,3177354","-51,1368061",2,
canteiros,rua carmela dutra (03 áreas),oriente,"750,19","-23,3158177","-51,1424486",2,
area publica,rua lourdes m. martinelli c/ av. pioneiros,novo oriente,"893,9","-23,3114889","-51,1277331",2,
area publica,rua norman prochet (02 áreas) - monumento - o passageiro,centro,"4.849,08","-23,3119288","-51,1500501",2,
canteiros,av. martiniano do valle do filho,varios,"4.942,29","-23,3144312","-51,1465061",2,
area publica,av. mertiniano do valle filho c/ av. dez de dezembro (teatro),centro,"9.912,00","-23,3268669","-51,1464732",2,
canteiros,av. santa terezinha,damasco,"1.430,12","-23,3151636","-51,1430955",2,
area publica,cambui c/ mandacaru,damasco,"569,32","-23,3131515","-51,1419672",2,
praça,tamareiras c/ laranjeiras,morumbi,"2.040,72","-23,3148119","-51,1361929",2,
canteiros e laterais,av. dez de dezembro (viaduto da av. leste oeste até viaduto da pr-445),centro,"139.850,45","-23,3390879","-51,1831939",2,
praça,av. dom pedro ii,dist. são luiz,"4.799,38","-23,3161852","-51,1808152",2,
area publica,rua afonso pena c/ rua general osório,dist. são luiz,"741,69","-23,3133784","-51,1847367",2,
campo,rua da graça c/ rua salvador gomes,dist. guaravera,"7.054,13","-23,6112606","-51,1836254",2,
centro comunitario - externa,rua salvador gomes c/ rua anchieta,dist. guaravera,"888,32","-23,2942069","-51,171848",2,
praça igreja,av. são joão c/ rua tiradentes,dist. guaravera,"1.213,77","-23,31893","-51,1294221",2,
praça,rua guanabara c/ rua bahia / av. são joão,dist. guaravera,"1.785,71","-23,31893","-51,1294221",2,
canteiros,av. são joão (03 áreas),dist. guaravera,"1.023,70","-23,3171339","-51,1472991",2,
canteiros,av. são paulo (06 áreas),dist. guaravera,"2.810,27","-23,3080211","-51,1605428",2,
canteiro,av. pio xii,dist. guaravera,"192,73","-23,3197305","-51,1662008",2,
area publica (spl1 e spl2),"rua bahia (1.149,00 + 738,76)",dist. guaravera,"1.887,76","-23,2973919","-51,161401",2,
area publica,rua reinaldo benis,patrimonio selva,"11.225,00","-23,4194043","-51,1258721",2,
praça,av. paraná,dist. irerê,"8.305,54","-23,3109367","-51,1614928",2,
canteiro,av. paraná,dist. irerê,"1.326,35","-23,3109367","-51,1614928",2,
campo,rod. benedito bento dos santos,dist. irerê,"9.715,22","-23,3197305","-51,1662008",2,
area publica,ruas alcina alves de camargo / victorio libardi / menotti traldi,dist. paiquerê,"1.552,81","-23,5276091","-51,0822284",2,
area publica,av. londrina / av. paraná,dist. maravilha,"3.598,01","-23,3109367","-51,1614928",2,
canteiros,av. brasil,dist. maravilha,"1.482,21","-23,3197305","-51,1662008",2,
canteiros,av. dr. gustavo avelino correa,dist. lerroville,"1.898,82","-23,6918734","-51,0889978",2,
praça,rua pres. castelo brnco / av. dr. gustavo a. correa / rua bahia,dist. lerroville,"4.067,80","-23,2996452","-51,161504",2,
praça (campo),rua pres. castelo brnco / rua pedro luiz izidoro / rua bahia,dist. lerroville,"12.117,86","-23,3175932","-51,1916568",2,
